NO_SEQ,NO_ENTRE_1,NOM_PUITS,ANNEE,REGION_GEO,LATITUDE_X,LATITUDE_1,LONGITUDE_,LONGITUDE1,PROFONDEUR,TYPE_PUITS,SYMBOLOGIE,F1,Number,Name,MERN_status,Year_of_drilling,Year_of_suspension,Year_of_abandon,Latitude,Longitude,Administrative_region,Geological_region,Type_of_drill,Deepest_casing_base__m_sol_ou_m,Geology_from_end_of_last_casing,Operator,Type,Plugging_status,Ground_elevation__m_mer_,Depth__m_sol_or_m_KB_,Link_to_inspection_report,Link_to_SIGPEG,ObjectID,geometry
781,C063,P.O.T. No 29,1897,(C) Gasposie,"48) 49' 28,8""",48.8247,"-64  51' 13,0""",-64.8536,2183 pi/sol,Puits d'exploration ,Ferms d'finitivement,175,C063,P.O.T. No 29,Non-Locatable,1897,N.D.,N.D.,48.82472028,-64.85294889,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,453.5424,"Limestone, sandstone, shale, siltstone",Petroleum Oil Trust,Both,Unplugged,70.104,665.3784,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C063_inspection_2018-10-30_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C063,741,POINT (-64.85360000033972 48.82470000020487)
782,C064,P.O.T. No 30,1898,(C) Gasposie,"48) 49' 38""",48.8272,"-64  52' 16,7""",-64.8713,1580 pi/sol,Puits d'exploration ,Statut inconnu,335,C064,P.O.T. No 30,Non-Problematic,1898,N.D.,N.D.,48.827225,-64.871302,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,313.944,Sandstone,Petroleum Oil Trust,Gas,Unplugged,99.06,481.584,https://sigpeg.mrn.gouv.qc.ca/rapport/C064_insp_inactif_2019-08-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C064,430,POINT (-64.87129999999496 48.82720000037978)
783,C065,P.O.T. No 31,1898,(C) Gasposie,"48) 49' 23,1""",48.8231,"-64  51' 44""",-64.8622,2815 pi/sol,Puits d'exploration ,Ferms d'finitivement,74,C065,P.O.T. No 31,Work/Repairs Needed,1898,N.D.,N.D.,48.822,-64.86127778,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,302.9712,"Sandstone, limestone, shale",Petroleum Oil Trust,Oil,Unplugged,82.296,858.012,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C065_inspection_2018-08-22_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C065,74,POINT (-64.86220000032972 48.82310000016491)
784,C066,P.O.T. No 32,1899,(C) Gasposie,"48) 49' 41,2""",48.8281,"-64  50' 37,6""",-64.8438,1925 pi/sol,Puits d'exploration ,Ferms d'finitivement,176,C066,P.O.T. No 32,Non-Locatable,1899,N.D.,N.D.,48.82811111,-64.84377778,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,213.6648,"Limestone, sandstone, shale",Petroleum Oil Trust,Both,Unplugged,92.964,586.74,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C066_inspection_2018-10-31_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C066,742,POINT (-64.84379999987004 48.82809999961535)
785,C067,P.O.T. No 33,1899,(C) Gasposie,"48) 49' 10,2""",48.8195,"-64  53' 19,7""",-64.8888,2607 pi/sol,Puits d'exploration ,Ferms d'finitivement,177,C067,P.O.T. No 33,Non-Locatable,1899,N.D.,N.D.,48.81799556,-64.88884778,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,365.4552,"Sandstone, shale",Petroleum Oil Trust,Gas,Unplugged,91.44,794.6136,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C067_inspection_2018-08-22_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C067,743,POINT (-64.88880000031969 48.81949999962535)
786,C068,P.O.T. No 34,1900,(C) Gasposie,"48) 49' 45,2""",48.8292,"-64  51' 20,0""",-64.8556,1677 pi/sol,Puits d'exploration ,Ferms d'finitivement,178,C068,P.O.T. No 34,Non-Locatable,1900,N.D.,N.D.,48.829884,-64.855957,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,257.2512,"Sandstone, shale",Petroleum Oil Trust,Both,Unplugged,115.824,511.1496,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C068_inspection_2018-08-25_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C068,744,POINT (-64.85559999994001 48.82919999998006)
787,C069,P.O.T. No 35,1901,(C) Gasposie,"48) 49' 57,3""",48.8326,"-64  53' 36,2""",-64.8934,1810 pi/sol,Puits d'exploration ,Ferms d'finitivement,179,C069,P.O.T. No 35,Non-Locatable,1901,N.D.,N.D.,48.83337056,-64.89214639,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,204.216,"Limestone, sandstone, shale",Petroleum Oil Trust,None,Unplugged,152.4,551.688,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C069_inspection_2018-08-23_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C069,745,POINT (-64.89340000020979 48.83260000028986)
788,C070,P.O.T. No 36,1901,(C) Gasposie,"48) 51' 41,3""",48.8615,"-64  39' 4,6""",-64.6513,1955 pi/sol,Puits d'exploration ,Ferms d'finitivement,75,C070,P.O.T. No 36,Work/Repairs Needed,1901,N.D.,N.D.,48.86315,-64.64913,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,361.188,"Sandstone, shale",Petroleum Oil Trust,None,Unplugged,228.6,595.884,https://sigpeg.mrn.gouv.qc.ca/rapport/C070_insp_inactif_2019-07-09_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C070,75,POINT (-64.65129999989506 48.86150000022491)
789,C071,P.O.T. No 37,1901,(C) Gasposie,"48) 51' 49,6""",48.8638,"-64  42' 53,4""",-64.7148,2600 pi/sol,Puits d'exploration ,Ferms d'finitivement,76,C071,P.O.T. No 37,Work/Repairs Needed,1901,N.D.,N.D.,48.864,-64.71493,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,277.9776,"Sandstone, shale",Petroleum Oil Trust,Both,Unplugged,274.32,792.48,https://sigpeg.mrn.gouv.qc.ca/rapport/C071_insp_inactif_2019-07-23_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C071,76,POINT (-64.71480000001992 48.86380000016993)
790,C072,P.O.T. No 38,1901,(C) Gasposie,"48) 51' 32""",48.8589,"-64  42' 12""",-64.7033,2089 pi/sol,Puits d'exploration ,Ferms d'finitivement,77,C072,P.O.T. No 38,Work/Repairs Needed,1901,N.D.,N.D.,48.85889,-64.70334,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,274.9296,"Sandstone, shale",Petroleum Oil Trust,Oil,Unplugged,267.3096,636.7272,https://sigpeg.mrn.gouv.qc.ca/rapport/C072_insp_inactif_2019-07-24_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C072,77,POINT (-64.70330000029475 48.85889999993509)
791,C074,P.O.T. No 40,1901,(C) Gasposie,"48) 49' 60""",48.8333,"-65  0' 48,8""",-65.0136,2305 pi/sol,Puits d'exploration ,Ferms d'finitivement,78,C074,P.O.T. No 40,Work/Repairs Needed,1901,N.D.,N.D.,48.83336,-65.01355,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,Sandstone,Petroleum Oil Trust,None,Unplugged,252.0696,702.564,https://sigpeg.mrn.gouv.qc.ca/rapport/C074_insp_inactif_2019-08-23_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C074,78,POINT (-65.0135999998401 48.83330000019492)
792,C075,P.O.T. No 41,1902,(C) Gasposie,"48) 50' 35,2""",48.8431,"-64  48' 4,6""",-64.8013,465 pi/sol,Puits d'exploration ,Ferms d'finitivement,180,C075,P.O.T. No 41,Non-Locatable,1902,N.D.,N.D.,48.843111,-64.801278,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,13.4112,"Limestone, sandstone",Petroleum Oil Trust,None,Unplugged,144.78,141.732,None,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C075,746,POINT (-64.80129999959524 48.84309999976523)
793,C076,P.O.T. No 42,1903,(C) Gasposie,"48) 50' 35,9""",48.8433,"-64  47' 48,8""",-64.7969,2000 pi/sol,Puits d'exploration ,Statut inconnu,79,C076,P.O.T. No 42,Work/Repairs Needed,1903,N.D.,N.D.,48.843333,-64.796833,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,16.764,"Limestone, sandstone",Petroleum Oil Trust,Oil,Unplugged,138.684,609.6,None,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C076,79,POINT (-64.79689999993502 48.84329999999505)
794,C077,Qu7bec Oil No 1,1949,(C) Gaspisie,"48) 40' 12""",48.67,"-64  47' 43""",-64.7953,2440 pi/sol,Puits d'exploration ,Ferms d'finitivement,336,C077,Québec Oil No 1,Non-Problematic,1949,N.D.,1951,48.67007139,-64.79535028,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,135.636,"Siltstone, shale",Quebec Natural Gas Company,None,Plugged,365.76,743.712,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C077_inspection_2018-08-30_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C077,431,POINT (-64.79529999989506 48.66999999960035)
795,C078,Qu7bec Oil No 2,1951,(C) Gaspisie,"48) 39' 22,7""",48.6563,"-64  48' 3,8""",-64.8011,6000 pi/sol,Puits d'exploration ,Statut inconnu,337,C078,Québec Oil No 2,Non-Problematic,1951,1953,N.D.,48.656318,-64.801059,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,4.2672,"Limestone, siltstone",Quebec Natural Gas Company,None,Unplugged,411.48,1828.8,https://sigpeg.mrn.gouv.qc.ca/rapport/C078_insp_inactif_2019-10-19_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C078,432,POINT (-64.80110000026474 48.65630000004501)
796,C079,Tar Point No 1,1950,(C) Gasptsie,"48) 43' 43,1""",48.7286,"-64  19' 56,2""",-64.3323,7070 pi/sol,Puits d'exploration ,Statut inconnu,338,C079,Tar Point No 1,Non-Problematic,1950,1954,N.D.,48.72864667,-64.33205667,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,609.6,"Limestone, sandstone",Vern M. Gloss,Both,Unplugged,76.2,2154.936,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C079_inspection_2018-08-01_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C079,433,POINT (-64.3323000002448 48.72860000038975)
797,C080,Non identifin,0,(C) Gasptsie,"48) 50' 32,9""",48.8425,"-64  38' 19,6""",-64.6388, pi/sol,Puits d'exploration ,Statut inconnu,181,C080,N.D.,Non-Locatable,,N.D.,N.D.,48.84268,-64.63939,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,N.D.,N.D.,None,Unplugged,11.8872,,https://sigpeg.mrn.gouv.qc.ca/rapport/C080_insp_inactif_2019-07-17_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C080,747,POINT (-64.63879999992002 48.84249999997508)
798,C081,"Imp1rial Lowlands Associated No 1, York",1961,(C) Gasp sie,"48) 43' 42,2""",48.7284,"-64  38' 36,2""",-64.6434,3712 pi/sol,Puits d'exploration sWildcat ,Ferms d'finitivement,339,C081,"Impérial Lowlands Associated No 1, York",Non-Problematic,1961,N.D.,1961,48.72841,-64.64352,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Rotary,1122.8832,Shale,Lowlands Exploration Ltd.,None,Plugged,236.22,1131.4176,https://sigpeg.mrn.gouv.qc.ca/rapport/C081_insp_inactif_2019-09-12_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C081,434,POINT (-64.64339999981013 48.72840000015992)
799,C082,"Imp2rial Lowlands California Standard No 1, Lesseps",1962,(C) Gasp sie,"48) 49' 31,2""",48.8253,"-65  49' 12,7""",-65.8202,4172 pi/sol,Puits d'exploration lWildcat ,Ferms d'finitivement,182,C082,"Impérial Lowlands California Standard No 1, Lesseps",Non-Locatable,1962,N.D.,1962,48.8260987,-65.8217624,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Core drilling,75.5904,Siltstone,Lowlands Exploration Ltd.,None,Plugged,475.1832,1271.6256,https://sigpeg.mrn.gouv.qc.ca/rapport/C082_insp_inactif_2019-06-26_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C082,748,POINT (-65.82020000042962 48.82529999999508)
800,C083,"New Peninsular Oil No 2, Holland",1964,(C) Gaspnsie,"48) 57' 1,7""",48.9505,"-65  26' 42,7""",-65.4452,2510 pi/sol,Puits d'exploration oWildcatl,Statut inconnu,340,C083,"New Peninsular Oil No 2, Holland",Non-Problematic,1964,1964,N.D.,48.94662,-65.44116,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Core drilling,76.2,"Sandstone, shale",New Peninsular Oil Ltd.,None,Unplugged,533.4,765.048,https://sigpeg.mrn.gouv.qc.ca/rapport/C083_insp_inactif_2019-06-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C083,435,POINT (-65.44520000027973 48.95049999997508)
801,C084,"New Peninsular Oil No 3, Holland",1965,(C) Gaspnsie,"48) 55' 40,9""",48.928,"-65  27' 4""",-65.4511,343 pi/sol,Puits d'exploration oWildcatl,Ferms d'finitivement,341,C084,"New Peninsular Oil No 3, Holland",Non-Problematic,1965,N.D.,1966,48.927776,-65.451205,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,20.1168,Shale,New Peninsular Oil Ltd.,None,Unplugged,765.9624,104.5464,https://sigpeg.mrn.gouv.qc.ca/rapport/C084_insp_inactif_2019-06-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C084,436,POINT (-65.45109999986505 48.92800000019992)
802,C085,"New Peninsular Oil No 5, Holland",1966,(C) Gaspnsie,"48) 56' 20,4""",48.939,"-65  27' 5,8""",-65.4516,1352 pi/sol,Puits d'exploration oWildcatl,Ferms d'finitivement,342,C085,"New Peninsular Oil No 5, Holland",Non-Problematic,1966,N.D.,1966,48.93900639,-65.45159278,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,381.9144,Shale,New Peninsular Oil Ltd.,Gas,Unplugged,806.5008,412.0896,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C085_inspection_2018-08-21_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C085,437,POINT (-65.45160000043961 48.93900000024985)
803,C086,"Sun Exploration et al. No 1, La Rddemption",1967,(C) Gasposie,"48) 25' 38,2""",48.4273,"-67  51' 15,6""",-67.8543,6009 pi/KB,Puits d'exploration lWildcat ,Ferms d'finitivement,343,C086,"Sun Exploration et al. No 1, La Rédemption",Non-Problematic,1967,N.D.,1968,48.42728,-67.85434,Bas-Saint-Laurent,C-Gaspésie,Rotary,297.18,"Limestone, siltstone, shale",Sun Exploration of Quebec Limited,None,Plugged,403.86,1831.5432,https://sigpeg.mrn.gouv.qc.ca/rapport/C086_insp_inactif_2019-09-16_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C086,438,POINT (-67.85429999964521 48.42730000039478)
805,C088,"Sun Exploration et al., Mitis No 1",1969,(C) Gasposie,"48) 21' 25,3""",48.357,"-67  55' 7,1""",-67.9186,6335 pi/KB,Puits d'exploration lWildcats,Ferms d'finitivement,344,C088,"Sun Exploration et al., Mitis No 1",Non-Problematic,1969,N.D.,1969,48.35699083,-67.9191025,Bas-Saint-Laurent,C-Gaspésie,Rotary,213.36,"Limestone, sandstone, siltstone, shale",Sun Oil Company Ltd.,None,Plugged,261.2136,1930.908,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C088_inspection_2018-10-26_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C088,439,POINT (-67.9185999997901 48.35699999965033)
806,C090,"Great Plains Noel et al., La VNrendrye No 1",1972,(C) Gaspasie,"48) 26' 29,7""",48.4416,"-66  57' 6,6""",-66.9518,7940 pi/KB,Puits d'exploration  Wildcat ,Ferms d'finitivement,345,C090,"Great Plains Noël et al., La Vérendrye No 1",Non-Problematic,1972,N.D.,1973,48.44157,-66.95182,Bas-Saint-Laurent,C-Gaspésie,Rotary,322.4784,"Sandstone, siltstone, shale, quartzite",Great Plains Development Co.,None,Plugged,453.2376,2420.112,https://sigpeg.mrn.gouv.qc.ca/rapport/C090_insp_inactif_2019-09-17_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C090,440,POINT (-66.9518000003697 48.44159999974028)
807,C092,"SOQUIP Aigle d'Or et al., Gastonguay No 1",1976,(C) Gaspisie,"48) 47' 47,4""",48.7965,"-65  23' 55,4""",-65.3987,6217 pi/KB,Puits d'exploration  Wildcats,Ferms d'finitivement,346,C092,"SOQUIP Aigle d'Or et al., Gastonguay No 1",Non-Problematic,1976,N.D.,1976,48.785611,-65.399361,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Rotary,463.296,"Limestone, mudstone, shale",Soquip,None,Plugged,495.3,1894.9416,None,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C092,441,POINT (-65.39869999990503 48.79650000017494)
808,C093,"SOQUIP, Gaspt sud No 1",1978,(C) GaspGsie,"48) 49' 54,2""",48.8317,"-64  32' 53,4""",-64.5482,3354 m/KB,Puits d'exploration  Wildcats,Ferms d'finitivement,347,C093,"SOQUIP, Gaspé sud No 1",Non-Problematic,1978,N.D.,1978,48.83155833,-64.54829917,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Rotary,424.32,"Limestone, sandstone, siltstone, shale",Soquip,Gas,Plugged,47,3354,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C093_inspection_2018-09-27_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C093,442,POINT (-64.54820000012984 48.83170000015491)
809,C094,"SOQUIP, Malbaie No 1",1979,(C) GaspMsie,"48) 39' 32,1""",48.6589,"-64  15' 45,3""",-64.2626,2123 m/KB,Puits d'exploration ,Ferms d'finitivement,348,C094,"SOQUIP, Malbaie No 1",Non-Problematic,1979,N.D.,1979,48.65844667,-64.26339556,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Rotary,365,Sandstone,Soquip,None,Plugged,91,2123,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C094_inspection_2018-09-26_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C094,443,POINT (-64.26260000018982 48.65890000033482)
810,C096,"SOQUIP, Blanchet No 1",1979,(C) GaspBsie,"48) 58' 39,5""",48.9776,"-64  48' 59,5""",-64.8165,1332 m/KB,Puits d'exploration 1Wildcats,Ferms d'finitivement,349,C096,"SOQUIP, Blanchet No 1",Non-Problematic,1979,N.D.,1979,48.97997222,-64.81833333,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Rotary,296,"Limestone, siltstone",Soquip,None,Plugged,410,1332,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C096_inspection_2018-09-26_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C096,444,POINT (-64.81649999997495 48.97759999964035)
811,C097,"SOQUIP, Douglas No 1",1979,(C) GaspDsie,"48) 48' 15,7""",48.8044,"-64  23' 38,4""",-64.394,1992 m/KB,Puits d'exploration ,Ferms d'finitivement,350,C097,"SOQUIP, Douglas No 1",Non-Problematic,1979,N.D.,1979,48.80416667,-64.39452778,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Rotary,520,"Limestone, sandstone, siltstone, shale",Soquip,None,Plugged,49,1992,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C097_inspection_2018-09-25_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C097,445,POINT (-64.39400000009988 48.80440000025988)
812,C099,"SOQUIP Pftrofina, Baie-de-Gaspo-Nord No 1",1981,(C) Gaspfsie,"48) 53' 58,6""",48.8996,"-64  30' 52,3""",-64.5145,2771 m/KB,Puits d'exploration iWildcats,Ferms d'finitivement,351,C099,"SOQUIP Pétrofina, Baie-de-Gaspé-Nord No 1",Non-Problematic,1981,N.D.,1981,48.899056,-64.514417,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Rotary,294,"Limestone, sandstone, siltstone",Soquip,None,Plugged,117,2771,None,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C099,446,POINT (-64.51450000007492 48.89959999994011)
815,C101,"CMG, Galt No 1",1983,(C) Gasptsie,"48) 50' 17,1""",48.8381,"-64  47' 8,6""",-64.7857,"61,7 m/sol",Puits d'exploration ,Statut inconnu,352,C101,"CMG, Galt No 1",Non-Problematic,1983,N.D.,N.D.,48.83875,-64.786417,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Core drilling,N.D.,Sandstone,Compagnie Minière Gaspésie Ltée,Oil,Unplugged,,62,None,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C101,447,POINT (-64.78569999965521 48.8381000003148)
816,C102,"CMG, Galt No 2 (84-02)",1984,(C) Gasptsie,"48) 50' 29""",48.8414,"-64  47' 46,9""",-64.7964,76 m/sol,Puits d'exploration 2Wildcate,Ferms d'finitivement,80,C102,"CMG, Galt No 2 (84-02)",Work/Repairs Needed,1984,N.D.,1999,48.84113889,-64.79708333,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Core drilling,N.D.,Limestone,Compagnie Minière Gaspésie Ltée,Oil,Plugged,,76,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C102_inspection_2018-10-31_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C102,80,POINT (-64.79640000025978 48.84139999961036)
817,C103,"CMG, Galt No 3 (84-04)",1984,(C) Gasptsie,"48) 50' 21,4""",48.8393,"-64  47' 15,7""",-64.7877,"67,97 m/sol",Puits d'exploration 4Wildcate,Ferms d'finitivement,353,C103,"CMG, Galt No 3 (84-04)",Non-Problematic,1984,N.D.,1999,48.83924056,-64.7877725,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Core drilling,N.D.,Sandstone,N.D.,Oil,Plugged,,68,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C103_inspection_2018-11-02_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C103,448,POINT (-64.78770000015487 48.83929999989516)
818,C104,"CMG, Galt No 4 (84-07)",1984,(C) Gasptsie,"48) 50' 11,0""",48.8364,"-64  47' 12,0""",-64.7867,"107,62 m/sol",Puits d'exploration 7Wildcate,Ferms d'finitivement,183,C104,"CMG, Galt No 4 (84-07)",Non-Locatable,1984,N.D.,N.D.,48.83715472,-64.78416361,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Core drilling,N.D.,"Sandstone, shale",Compagnie Minière Gaspésie Ltée,Oil,Unplugged,,108,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C104_inspection_2018-11-08_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C104,749,POINT (-64.78669999990501 48.83640000015993)
819,C105,"CMG, Galt No 5 (84-08)",1984,(C) Gasptsie,"48) 50' 25,1""",48.8403,"-64  47' 24,7""",-64.7902,"128,9 m/sol",Puits d'exploration 8Wildcate,Ferms d'finitivement,354,C105,"CMG, Galt No 5 (84-08)",Non-Problematic,1984,N.D.,1999,48.83938889,-64.79019444,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Core drilling,N.D.,"Sandstone, shale",Compagnie Minière Gaspésie Ltée,Oil,Plugged,,129,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C105_inspection_2018-11-04_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C105,449,POINT (-64.79020000032972 48.84030000014496)
315,A262,"Junex, Bmcancour No 9",2008,(A) Basses-Terres (sols consolidos),"46) 20' 6,7""",46.3352,"-72  23' 52,3""",-72.3979,2003 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.39790000028472 46.3352000001799)
